Marka,Model,Motor Hacmi,Güç,Yıl,Kilometre,Yakıt Tipi,Vites Türü,Garanti Durumu,Fiyat
Skoda, Octavia,Style 1.6 Tdi Cr 115 Ps Dsg Green Tec,2018,193910, Dizel, Otomatik, Garantisiz,918000
Seat, Leon,1.4 Tsi 125 Hp S&s Fr,2018,66954, Benzin, Manuel, Garantisiz,1199000
Seat, Leon,1.6 Tdi 115 Hp Dsg S&s Style,2018,86462, Dizel, Otomatik, Garantisiz,1127000
Seat, Leon,1.0 Ecotsi 115hp Dsg S&s Ecomotive Style,2018,151698, Benzin, Otomatik, 3 Ay DOD Garantili,830000
Seat, Ibiza,1.0 Ecotsi 95 Hp S&s Style,2018,34966, Benzin, Manuel, Garantisiz,730000
Renault, Koleos,Icon 1.6 Dci X-tronic 130bg,2018,102000, Dizel,Bilinmiyor, Garantisiz,1385000
Renault, Megane,Sedan Joy 1.5 Dci Edc 110 Bg,2018,114600, Dizel, Otomatik, Garantisiz,970000
Renault, Megane,Touch 1.5 Dci Edc 110 Bg,2018,112984, Dizel, Otomatik, Garantisiz,939500
Renault, Kangoo Multix,Joy 1.5 Dci 90 Bg M8,2018,44549, Dizel, Manuel, Garantisiz,695000
Renault, Symbol,Joy 1.5 Dci 90 Bg,2018,80177, Dizel, Manuel, Garantisiz,640000
Renault, Symbol,Joy 1.5 Dci 90 Bg,2018,116647, Dizel, Manuel, Garantisiz,637000
Renault, Symbol,Joy 1.5 Dci 90 Bg,2018,107553, Dizel, Manuel, Garantisiz,625000
Renault, Symbol,Joy 1.5 Dci 90 Bg,2018,120158, Dizel, Manuel, Garantisiz,620000
Porsche, Macan,2.0,2018,93250, Benzin, Otomatik, Garantisiz,3249500
Peugeot, 3008,Active 1.6 Bluehdi 120hp Eat6,2018,66914, Dizel, Tiptronic, Garantisiz,1260000
Peugeot, 3008,Active 1.6 Bluehdi 120hp Eat6,2018,98985, Dizel, Tiptronic, Garantisiz,1196000
Opel, Corsa,1.4 90 Hp Essentia Auto,2018,79940, Benzin, Tiptronic, Garantisiz,810000
Opel, Astra,Sedan 1.6 136 Hp Design Auto,2018,168590, Dizel, Tiptronic, Garantisiz,768000
Nissan, X-trail,1.6 Dci Platinum Xtr Bej Döşeme,2018,159460, Dizel,Bilinmiyor, Garantisiz,1345000
Nissan, Qashqai,Dig-t 115 Hp Skypack Xtronic,2018,80512, Benzin,Bilinmiyor, Garantisiz,1125900
Mini, Cooper,1.5 Cooper,2018,109355, Benzin, Tiptronic, 3 Ay DOD Garantili,1050000
Mercedes-benz, S-serisi,2.9 S 400 D 4matic L Vision,2018,100607, Dizel, Tiptronic, Garantisiz,8300000
Land Rover, Range Rover Velar,2.0 D240 R-dynamic Se Auto 4wd,2018,82408, Dizel, Tiptronic, Garantisiz,3602000
Jeep, Renegade,1.6 120hp Ddct Longitude Dizel Eu6,2018,96729, Dizel, Otomatik, Garantisiz,1155000
Jeep, Renegade,1.6 120hp Ddct Limited Dizel Eu6,2018,113134, Dizel, Otomatik, Garantisiz,1089500
Hyundai, Tucson,1.6 Crdi Style Dct 2wd,2018,61401, Dizel, Otomatik, Garantisiz,1375900
Honda, Civic,1.6 Executive Cvt,2018,37220, Benzin, Otomatik, 3 Ay DOD Garantili,1150000
Ford, Ranger,2.2tdci 160ps 2wd Double Cab Xlt Eu6 At,2018,76000, Dizel, Tiptronic, Garantisiz,999750
Ford, Ranger,2.2tdci 160ps 2wd Double Cab Xlt Eu6 At,2018,83808, Dizel, Tiptronic, Garantisiz,999750
Fiat, Egea,1.4 Fire 95 Hp Eu6 Urban,2018,77642,Bilinmiyor, Manuel, Garantisiz,648000
Fiat, Egea,1.3 Mjet 95 Hp Eu6 Easy,2018,108936, Dizel, Manuel, Garantisiz,595000
Chevrolet, Camaro,Coupe 2.0 Lt Rs,2018,109000, Benzin, Otomatik, Garantisiz,4775000
Bmw, 3 Serisi,2.0 320d Auto Premium Line,2018,74550, Dizel, Tiptronic, Garantisiz,1810000
Audi, Q5,2.0 Tdi Quattro 190 Hp S Tronic Design,2018,135649, Dizel, Otomatik, Garantisiz,2294000
Audi, A4,1.4 Tfsi 150 Hp Str Design,2018,74287, Benzin, Otomatik, 3 Ay DOD Garantili,1842500
Audi, A4,1.4 Tfsi 150 Hp Str Design,2018,98819, Benzin, Otomatik, 3 Ay DOD Garantili,1822500
Audi, A4,1.4 Tfsi 150 Hp Str Sport,2018,95340, Benzin, Otomatik, 3 Ay DOD Garantili,1813000
Audi, Q3,1.4 Tfsi 150 Hp Stronic,2018,130180, Benzin, Otomatik, Garantisiz,1679500
Audi, A4,1.4 Tfsi 150 Hp Str Dynamic,2018,91671, Benzin, Otomatik, Garantisiz,1630000
Audi, A3,Sedan 1.0 Tfsi 116 Hp Dynamic Str Pi,2018,41609, Benzin, Otomatik, Garantisiz,1265000
Volkswagen, Caravelle,2.0 Tdi Highline 204 Ps 8+1 Dsg,2017,71041, Dizel, Otomatik, Garantisiz,1695000
Volkswagen, Arteon,2.0 Tdi Scr 240 Ps 4m Dsg Elegance,2017,93801, Dizel, Otomatik, 3 Ay DOD Garantili,1640000
Volkswagen, Tiguan,2.0tdi Bmt 150ps 4m Dsg Highline,2017,119481, Dizel, Otomatik, Garantisiz,1637000
Volkswagen, Passat,1.6 Tdi Bmt 120 Ps Trendline Dsg,2017,29450, Dizel, Otomatik, Garantisiz,1399750
Volkswagen, Tiguan,1.6tdi Scr Bmt 115 Ps Comfortline,2017,92910, Dizel, Manuel, Garantisiz,1299500
Volkswagen, Passat,1.4 Tsi Bmt 125 Ps Comfortline Dsg,2017,117750, Benzin, Otomatik, Garantisiz,1250000
Volkswagen, Passat,1.4 Tsi Bmt 125 Ps Comfortline Man,2017,84245, Benzin, Manuel, 3 Ay DOD Garantili,1135000
Volkswagen, Golf,1.6 Tdi Bmt 115 Ps Comfortline Man,2017,86320, Dizel, Manuel, Garantisiz,995000
Volkswagen, Transporter,2.0tdi 150ps Comfor. City V. 5+1 Eu6,2017,126200, Dizel, Manuel, Garantisiz,969750
Toyota, Corolla,1.6 Touch M/t,2017,96296, Benzin, Manuel, 3 Ay DOD Garantili,978000
Suzuki, Vitara,1.6 Gl+benzinli (cft Renk),2017,109636, Benzin, Manuel, Garantisiz,925000
Skoda, Kodiaq,1.4 Tsi 150hp Prestige 4wd Dsg,2017,133778, Benzin, Otomatik, Garantisiz,1570000
Skoda, Octavia,Style 1.6 Tdi Cr 115 Ps Dsg Green Tec,2017,152515, Dizel, Otomatik, 3 Ay DOD Garantili,1038000
Skoda, Fabia,1.0 110ps Dsg Greentec Style,2017,39949, Benzin, Otomatik, 3 Ay DOD Garantili,885000
Skoda, Rapid,1.4 Tdi Cr 90 Hp Green Tec Dsg Style,2017,77667, Dizel, Otomatik, Garantisiz,875000
Skoda, Rapid,1.0 95hp Greentec Spaceback Dsg Dynamic,2017,94340, Benzin, Otomatik, Garantisiz,838000
Seat, Leon,1.0 Ecotsi 115hp Dsg S&s Ecomotive Style,2017,181801, Benzin, Otomatik, Garantisiz,810000
Renault, Megane,Sedan Joy 1.6 16v 115 Bg,2017,73923,Bilinmiyor, Manuel, Garantisiz,828000
Renault, Clio,Icon 1.5 Dci 90 Bg Edc,2017,107088, Dizel, Otomatik, Garantisiz,798500
Renault, Clio,Touch 1.5 Dci 90 Bg,2017,136526, Dizel, Manuel, Garantisiz,679500
Peugeot, Partner Tepee,Allure 1.6 Hdi 115hp,2017,150780, Dizel, Manuel, Garantisiz,625000
Opel, Astra,Hb 1.4 150 Hp At6 S&s Excellence,2017,42000, Benzin, Tiptronic, Garantisiz,1025000
Opel, Corsa,1.4 90 Hp Enjoy Auto,2017,127073, Benzin, Tiptronic, Garantisiz,690000
Nissan, Qashqai,1.2 Skypack Xtronic Tc,2017,59340, Benzin,Bilinmiyor, Garantisiz,1069900
Nissan, Juke,Dci 110 Hp Tekna Mt,2017,75500, Dizel, Manuel, Garantisiz,729900
Mercedes-benz, E-serisi,2.0 E 300 Coupe Auto Amg,2017,141200, Benzin, Tiptronic, Garantisiz,2775000
Mercedes-benz, C-serisi,C 180 Avantgarde,2017,103516, Benzin, Tiptronic, Garantisiz,1818000
Mercedes-benz, A-serisi,A 180 D Amg,2017,86578, Dizel, Otomatik, Garantisiz,1305000
Hyundai, I10,1.0 Jump,2017,144366, Benzin, Manuel, Garantisiz,500000
Honda, Civic,1.6 Elegance Otm,2017,71093, Benzin, Otomatik, 3 Ay DOD Garantili,1108000
Ford, Fiesta,1.6l Ti-vct 105ps Eu6 Pws Titanium,2017,61299, Benzin, Otomatik, Garantisiz,780000
Ford, Transit Custom,Van 2.2 125ps Ot 330s 2+1 Fwd Trend,2017,671488, Dizel, Manuel, Garantisiz,525000
Dacia, Duster,Laureate 4x4 1.5 Dci 110 Bg,2017,92060, Dizel, Manuel, 3 Ay DOD Garantili,920000
Citroen, C3,Feel 1.6 Bluehdi 75hp S&s Bvm5,2017,70232, Dizel, Manuel, Garantisiz,677000
Audi, A5,1.4 Tfsi 150 Dynamic Stronic Sback,2017,76000, Benzin, Otomatik, Garantisiz,1960000
Audi, A5,1.4 Tfsi Sport 150 Hp Stronic,2017,106009, Benzin, Otomatik, Garantisiz,1860000
Audi, A5,1.4 Tfsi 150 Design Stronic Coupe,2017,79976, Benzin, Otomatik, Garantisiz,1833000
Audi, A4,1.4 Tfsi 150 Hp Str Sport,2017,95500, Benzin, Otomatik, Garantisiz,1820000
Audi, Q2,1.6 Tdi 116 Hp Stronic Design,2017,99296, Dizel, Otomatik, Garantisiz,1325000
Audi, A3,Sedan 1.0 Tfsi 116 Hp Dynamic Str Pi,2017,56600, Benzin, Otomatik, Garantisiz,1285000
Audi, A3,Sback 1.0 Tfsi 116 Hp Dynamic Str Pi,2017,107383, Benzin, Otomatik, Garantisiz,1169500
Volkswagen, Tiguan,1.4 Tsi Act 150hp Comfortline Bmt Dsg,2016,62310, Benzin, Otomatik, Garantisiz,1400000
Volkswagen, Tiguan,1.4tsi Act Bmt 150ps Dsg Comfort.,2016,59237, Benzin, Otomatik, Garantisiz,1360000
Volkswagen, Tiguan,1.4 Tsi Act 150hp Comfortline Bmt Dsg,2016,81710, Benzin, Otomatik, Garantisiz,1329900
Volkswagen, Passat,1.4 Tsi 125 Hp Comfortline Dsg Bmt,2016,76606, Benzin, Otomatik, Garantisiz,1300000
Volkswagen, Passat Variant,1.6 Tdi Bmt 120 Ps Comfortline Dsg,2016,96284, Dizel, Otomatik, Garantisiz,1200000
Volkswagen, Caravelle,Comfortline 2.0tdi 8+1 Uzun 204ps Dsg,2016,130255, Dizel, Otomatik, Garantisiz,1100000
Volkswagen, Beetle,1.2 Tsi Bmt 105 Ps Design Dsg,2016,120000, Benzin, Otomatik, Garantisiz,1030000
Volkswagen, Polo,1.2 Tsi 90 Ps Dsg Allstar Bmt,2016,89075, Benzin, Otomatik, Garantisiz,873000
Toyota, Corolla,1.4 D-4d Advance M/m,2016,137020, Dizel, Otomatik, Garantisiz,918000
Renault, Fluence,Touch 1.5 Dci Edc 110 Bg,2016,81121, Dizel, Otomatik, Garantisiz,810000
Renault, Fluence,Touch 1.5 Dci 90 Bg,2016,113921, Dizel, Manuel, Garantisiz,715000
Renault, Clio,Icon 1.2 16v 75 Bg,2016,80081, Benzin, Manuel, Garantisiz,569000
Renault, Symbol,Joy 1.2 16v 75 Bg,2016,185150, Benzin, Manuel, Garantisiz,560000
Porsche, Cayman,2.0 300 Hp Cayman,2016,73984, Benzin, Otomatik, Garantisiz,4850000
Porsche, Macan,2.0,2016,156265, Benzin, Otomatik, Garantisiz,2990000
Peugeot, 301,1.6 Hdi 92 Hp Allure,2016,105300, Dizel, Manuel, Garantisiz,675000
Opel, Mokka,Enjoy 1.6 115 Fwd Start&stop,2016,60306, Benzin, Manuel, Garantisiz,809000
Opel, Astra,Sedan 1.6 16v 115 Ps Edition Plus,2016,74550, Benzin, Manuel, Garantisiz,725000
Opel, Corsa,1.2 70 Hp Essentia,2016,183005,Bilinmiyor, Manuel, Garantisiz,560000
Mini, Cooper,1.5 Cabrio,2016,67376, Benzin, Tiptronic, Garantisiz,1215000
Mercedes-benz, Glc-serisi,2.0 Glc 250 4matic Auto Exclusive,2016,64400, Benzin, Tiptronic, Garantisiz,2339500
Land Rover, Range Rover,3.0 Tdv6 Vogue Auto 4wd,2016,135000, Dizel, Tiptronic, Garantisiz,5650000
Jaguar, F-pace,Awd 2.0d R-sport Plus,2016,222365, Dizel, Tiptronic, Garantisiz,2295000
Hyundai, Tucson,1.6 T-gdi Elite Dct 4x2,2016,59538, Benzin, Otomatik, 3 Ay DOD Garantili,1273000
Hyundai, I30,1.6 Crdi Elite Dct,2016,139608, Dizel, Otomatik, Garantisiz,989000
Hyundai, I10,1.2 Elite Otm,2016,34129, Benzin, Tiptronic, Garantisiz,739500
Honda, Cr-v,1.6 Elegance Mmc Diesel Auto,2016,101891, Dizel, Tiptronic, Garantisiz,1349500
Honda, Civic,1.6 Elegance Eco Düz Lpg Hazirlikli,2016,126656,Bilinmiyor, Manuel, Garantisiz,995000
Ford, Tourneo Courier,1.6l Tdci 95ps Eu5 Kisa Mt Titanium Plus,2016,170300, Dizel, Manuel, Garantisiz,664900
Fiat, Egea,1.6 Mjet 120 Hp Lounge Dct,2016,122613, Dizel, Otomatik, Garantisiz,798000
Citroen, Berlingo,Combi 1.6 Hdi 92hp Selection,2016,117054, Dizel, Manuel, Garantisiz,615000
Citroen, Berlingo,Combi 1.6 Hdi 92hp Selection,2016,212175, Dizel, Manuel, Garantisiz,578000
Bmw, 5 Serisi,2.0 525d Xdrive Auto 4wd Executive,2016,161000, Dizel, Tiptronic, Garantisiz,1750000
Bmw, 3 Serisi,320i Ed Otm,2016,113654, Benzin, Tiptronic, Garantisiz,1575000
Bmw, 4 Serisi,418i Gran Coupe,2016,84296, Benzin, Tiptronic, Garantisiz,1551900
Bmw, 1 Serisi,1.5 116d Joy Auto,2016,76427, Dizel, Tiptronic, Garantisiz,1269500
Bmw, X1,1.5 Sdrive18i X Line Auto,2016,229167, Benzin, Tiptronic, Garantisiz,1125000
Bmw, 1 Serisi,1.5 118i 5 Kapi Otm,2016,83651, Benzin, Tiptronic, Garantisiz,1059000
Audi, Rs6,4.0 Tfsi Performance 605 Hp Qua Tipt,2016,45238, Benzin, Tiptronic, Garantisiz,9250000
Audi, A6,2.0 Tdi 190 Hp Quattro Stronic Pi,2016,122909, Dizel, Otomatik, Garantisiz,2254000
Audi, Q5,2.0 Tdi Quattro 190 Hp S Tronic,2016,93425, Dizel, Otomatik, Garantisiz,1899500
Audi, A6,2.0 Tdi 190 Hp Quattro Stronic Avant,2016,189059, Dizel, Otomatik, Garantisiz,1850000
Audi, A4,Avant 2.0 Tdi 190 Hp Design Stronic,2016,103252, Dizel, Otomatik, 3 Ay DOD Garantili,1530000
Audi, A4,1.4 Tfsi 150 Hp Str Dynamic,2016,165603, Benzin, Otomatik, Garantisiz,1360000
Audi, A3,Sedan 1.6 Tdi 110hp Design Line Str Pi,2016,106394, Dizel, Otomatik, 3 Ay DOD Garantili,1270000
Audi, A3,Sback 1.6 Tdi 110 Ambition Str,2016,154284, Dizel, Otomatik, Garantisiz,1095000
Audi, A3,Sback 1.2 Tfsi 110 Attraction Mt,2016,90686, Benzin, Manuel, Garantisiz,900000
Volvo, S60,1.6 D2 Drive Advance Powershift,2015,277813, Dizel, Otomatik, Garantisiz,920000
Volkswagen, Passat,1.4 Tsi 125 Hp Comfortline Dsg Bmt,2015,86193, Benzin, Otomatik, Garantisiz,1285000
Volkswagen, Golf,1.6 Tdi Bmt Highline 105 Hp Dsg,2015,105000, Dizel, Otomatik, Garantisiz,1200000
Volkswagen, Scirocco,1.4 Tsi 150 Hp Sportline Tiptr. Dsg,2015,60887, Benzin, Otomatik, Garantisiz,960000
Volkswagen, Passat,1.4 Tsi 125 Hp Trendline Bmt,2015,226076, Benzin, Manuel, Garantisiz,945500
Volkswagen, Caddy,1.6 Tdi Comfortline Combi,2015,63230, Dizel, Manuel, Garantisiz,885000
Volkswagen, Caddy,2.0 Tdi Scr Bmt 102 Ps Comfortline Combi,2015,162701, Dizel, Manuel, Garantisiz,780000
Volkswagen, Caddy,2.0 Tdi Scr Bmt 102 Ps Comfortline Combi,2015,132230, Dizel, Manuel, Garantisiz,760000
Renault, Clio,Touch 1.5 Dci 90 Bg,2015,159472, Dizel, Manuel, Garantisiz,898000
Porsche, 911,3.8 Carrera 4 Gts Coupe,2015,16300, Benzin, Manuel, Garantisiz,15800000
Peugeot, 308,Active 1.6 Bluehdi 120 Hp Eat6 Otomatik,2015,104556, Dizel, Tiptronic, Garantisiz,849500
Opel, Astra,Sedan Edition 1.6 16v 115 Hp,2015,98256, Benzin, Manuel, Garantisiz,535000
Mercedes-benz, Vito,2.1 190hp 119bt Eu6 Tour. Select A348o,2015,104651, Dizel, Tiptronic, Garantisiz,1410000
Kia, Sportage,1.6 Gdi Concept Plus Auto,2015,149240, Benzin, Otomatik, Garantisiz,891900
Citroen, C4 Cactus,1.2 E-vti 82hp Shine Etg5 S&s,2015,121600, Benzin, Otomatik, Garantisiz,740000
Bmw, 5 Serisi,520i Sedan,2015,131370, Benzin, Tiptronic, Garantisiz,1655000
Bmw, X3,Sdrive20i Otm,2015,109651, Benzin, Tiptronic, Garantisiz,1466000
Bmw, 5 Serisi,520i Sedan,2015,211000, Benzin, Tiptronic, Garantisiz,1325000
Bmw, 4 Serisi,1.5 418i Gran Coupe Sport Line,2015,131738, Benzin, Tiptronic, Garantisiz,1270000
Bmw, 3 Serisi,1.6 320i Ed Auto 40th Year Edition,2015,253590, Benzin, Tiptronic, Garantisiz,1170000
Bmw, 1 Serisi,1.5 118i Joy Auto,2015,117840, Benzin, Tiptronic, Garantisiz,999900
Audi, A5,2.0 Tdi 190hp Quatt Stronic Sportback Pi,2015,145535, Dizel, Otomatik, Garantisiz,1750000
Audi, Q3,1.4 Tfsi 150 Hp Stronic (cod) Pi,2015,112464, Benzin, Otomatik, Garantisiz,1195000
Audi, A3,Sedan 1.6 Tdi 110 Ambiente Str,2015,125143, Dizel, Otomatik, Garantisiz,1085000
Volkswagen, Polo,1.4 Tsi Act Bmt 150 Ps Bluegt Tiptronic,2014,129798, Benzin, Otomatik, Garantisiz,945000
Volkswagen, Caravelle,2.0 Tdi Trendline 102 Ps 8+1,2014,151660, Dizel, Manuel, Garantisiz,940000
Volkswagen, Golf,1.6 Tdi Bmt Comfortline 105 Hp,2014,149610, Dizel, Manuel, Garantisiz,899500
Volkswagen, Polo,1.2 Tsi Bmt 90 Ps Comfortline Tiptronic,2014,88000, Benzin, Otomatik, Garantisiz,765000
Volkswagen, Polo,1.4 Tdi 90 Ps Comfortline Bmt,2014,156291, Dizel, Manuel, Garantisiz,624900
Skoda, Octavia,Combi 1.6 Tdi Cr 105 Hp Elegance,2014,145000, Dizel, Manuel, Garantisiz,970000
Seat, Ibiza,1.2 Tsi 105 Hp Dsg Style,2014,137714, Benzin, Otomatik, Garantisiz,723000
Opel, Mokka,1.4 140 Hp Enjoy At Fwd,2014,94841, Benzin, Tiptronic, Garantisiz,845000
Opel, Astra,Hb 1.6 Cdti 110 Ps Enjoy Active S&s,2014,122429, Dizel, Manuel, Garantisiz,647000
Opel, Astra,Hb 1.6 115 Ps Edition,2014,157865,Bilinmiyor, Manuel, Garantisiz,615000
Nissan, Juke,1.6 Skypack Cvt,2014,75000, Benzin,Bilinmiyor, Garantisiz,925000
Nissan, Qashqai,Dci 130 Hp Tekna Skypack Xtronic,2014,233080, Dizel,Bilinmiyor, Garantisiz,835000
Mercedes-benz, Gla,2.0 Gla 200 Urban 7g-dct,2014,108050, Benzin, Otomatik, Garantisiz,1325000
Mercedes-benz, Gla-serisi,Gla200 Urban 7g-dct (n),2014,110902, Benzin, Otomatik, Garantisiz,1315000
Mercedes-benz, B-serisi,B180 Blueefficiency Style,2014,178277, Benzin, Otomatik, Garantisiz,895000
Kia, Sportage,1.6 Gsl Concept Plus Otomatik,2014,46208, Benzin, Tiptronic, Garantisiz,1039500
Fiat, 500l,1.3 Mj Ii 85hp Popstar,2014,86665, Dizel, Manuel, Garantisiz,680000
Bmw, 1 Serisi,116i 5 Kapi Comfort Otm.,2014,84635, Benzin, Otomatik, Garantisiz,899900
Audi, Q5,2.0 Tdi Quattro 177 Hp S Tronic Pi,2014,117900, Dizel, Otomatik, Garantisiz,1690000
Audi, A3,1.6 Tdi 110 Attraction Str,2014,70082, Dizel, Otomatik, Garantisiz,1070000
Volvo, Xc60,2.0 D4 163 Hp Advance Geartronic,2013,77450, Dizel, Tiptronic, Garantisiz,1649750
Volkswagen, Passat,1.6 Tdi Bmt 105 Hp Comfortline,2013,75782, Dizel, Manuel, Garantisiz,979000
Volkswagen, Jetta,1.2 Tsi 105 Hp Comfortline Dsg,2013,100831, Benzin, Otomatik, Garantisiz,799900
Volkswagen, Golf,1.6 Tdi Bmt 90 Ps Midline Plus Man,2013,253993, Dizel, Manuel, Garantisiz,648000
Toyota, Corolla,1.4 D-4d Advance M/m,2013,174339, Dizel, Otomatik, Garantisiz,741500
Skoda, Octavia,1.6 Tdi Cr Dsg 105 Hp Elegance Iii,2013,110910, Dizel, Otomatik, Garantisiz,915000
Opel, Corsa,1.2i Twinport Essentia 16 Inch Al Jant,2013,92800, Benzin, Manuel, Garantisiz,539750
Nissan, Qashqai,1.6 Visia 4x2 Cvt Auto,2013,85279, Benzin,Bilinmiyor, Garantisiz,795000
Mercedes-benz, E-serisi,E250 Cdi 4matic Premium,2013,237000, Dizel, Tiptronic, Garantisiz,2125000
Mercedes-benz, A-serisi,A180 1.6 Amg,2013,79611, Benzin, Otomatik, Garantisiz,1099650
Kia, Sportage,1.6 Gdi Concept Plus,2013,109791, Benzin, Manuel, Garantisiz,795000
Ford, B-max,Titanium 1.6 Ti-vct 105ps Powershift A/t,2013,71350, Benzin, Otomatik, Garantisiz,799990
Ford, Transit,2.2 350 E Van Eu5 Gp,2013,429868, Dizel, Manuel, Garantisiz,487500
Bmw, X1,Sdrive16i Lci Sav Otm.,2013,105928, Benzin, Tiptronic, Garantisiz,1215000
Audi, Q3,2.0 Tdi Quattro 177 Hp S Tronic,2013,119708, Dizel, Otomatik, Garantisiz,1300000
Volkswagen, Polo,1.4 85 Hp Comfortline,2012,129986, Benzin, Manuel, Garantisiz,534900
Volkswagen, Polo,1.2 Tdi 75 Hp Trendline,2012,138008, Dizel, Manuel, Garantisiz,479000
Toyota, Auris,1.33 Comfort,2012,77568, Benzin, Manuel, Garantisiz,643000
Skoda, Yeti,1.6 Tdi Cr 105 Hp Ambition Greenline,2012,164302, Dizel, Manuel, Garantisiz,680000
Skoda, Yeti,1.6 Tdi Cr 105 Hp Active Greenline,2012,176407, Dizel, Manuel, Garantisiz,654000
Opel, Astra Classic,1.6 16v115 Essentia,2012,131392, Benzin, Manuel, Garantisiz,560000
Nissan, Micra,1.2 5drs Platinum 80 Ps M/t,2012,119263, Benzin, Manuel, Garantisiz,555000
Hyundai, I20,1.2 D-cvvt Sense,2012,116988, Benzin, Manuel, Garantisiz,486000
Honda, Civic,1.6 Es Premium Düz,2012,102890, Benzin, Manuel, Garantisiz,810000
Ford, Focus,Trend X 1.6tdci 95ps,2012,157979, Dizel, Manuel, Garantisiz,596900
Ford, Focus,Trend 1.6tdci 95ps 4k,2012,138289, Dizel, Manuel, Garantisiz,584000
Chevrolet, Aveo,1.4 16v Ltz Hb,2012,83432, Benzin, Manuel, Garantisiz,465000
Audi, Q5,2.0 Tdi Quattro 170 Hp S Tronic,2012,82686, Dizel, Otomatik, Garantisiz,1343000
Volkswagen, Golf,1.4 Tsi Trendline 122 Hp Vi,2011,71949, Benzin, Manuel, Garantisiz,760000
Seat, Ibiza,Sportourer 1.2 Tdi Cr 75 Hp Copa,2011,221500, Dizel, Manuel, Garantisiz,460000
Renault, Clio,Faz2 Executive 1.5 Dci 85 Bg,2011,179070, Dizel, Manuel, Garantisiz,505000
Porsche, 911,Carrera Coupe,2011,33339, Benzin, Otomatik, Garantisiz,6800000
Nissan, Qashqai,1.5 Dci Platinum 4x2 Mt,2011,161388, Dizel, Manuel, Garantisiz,759500
Hyundai, Accent,Era 1.5 Crdi - Vgt Team,2011,125409, Dizel, Manuel, Garantisiz,485000
Ford, Fiesta,5k 1.4 68ps Tdci Titanium,2011,127800, Dizel, Manuel, Garantisiz,530000
Chevrolet, Captiva,2.0 16v Diesel High At 7k,2011,152000, Dizel, Tiptronic, Garantisiz,780000
Audi, Q5,2.0 Tdi Quattro 170 Hp S Tronic,2011,202386, Dizel, Otomatik, Garantisiz,1050000
Renault, Symbol,Expression Plus 1.2 16v Faz1,2010,167000, Benzin, Manuel, Garantisiz,395000
Nissan, Qashqai,1.5 Dci Tekna 4x2 Mt (f),2010,175461, Dizel, Manuel, Garantisiz,667000
Jeep, Wrangler,2.8 Crd Rubicon,2010,189952, Dizel, Otomatik, Garantisiz,2149500
Toyota, Corolla,1.6 Elegant Mmt,2009,231000,Bilinmiyor, Otomatik, Garantisiz,609900
Seat, Leon,1.4 Tsi Stylance 125 Hp,2009,163617, Benzin, Manuel, Garantisiz,565000
Mitsubishi, Lancer,2.0 16v Gsr Turbo Evolution X Tc-sst,2009,21434, Benzin, Otomatik, Garantisiz,3150000
Fiat, Bravo,1.4 16v Turbo 120 Hp Dynamic,2009,89822, Benzin, Manuel, Garantisiz,500000
Audi, A4,2.0 Tdi 143 Hp Multitronic B8,2009,156000, Dizel,Bilinmiyor, Garantisiz,855000
Volkswagen, Passat,1.6 Fsi 115 Hp Exclusive Tiptronic,2008,115849, Benzin, Tiptronic, Garantisiz,625000
Opel, Astra,Nb 1.6 16v 115 Ps Enjoy,2008,108800,Bilinmiyor, Manuel, Garantisiz,525000
Renault, Clio,Authentique 1.2 16v Ac,2006,163965, Benzin, Manuel, Garantisiz,380000
Opel, Corsa,1.2 Comfort Easytronic,2002,115170, Benzin, Otomatik, Garantisiz,429900
Mercedes-benz, Clk Serisi,Clk 200 Elegance Dem (n),1999,181500, Benzin, Otomatik, Garantisiz,775000
Volkswagen, Golf,1.3 Cl,1987,238514, Benzin, Otomatik, Garantisiz,615000
